"TIME","GEO","NA_ITEM","PPP_CAT","Value","Flag and Footnotes"
"1995","Sweden","Price level indices (EU28=100)","Food",":",""
"1995","Sweden","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Sweden","Price level indices (EU28=100)","Meat",":",""
"1995","Sweden","Price level indices (EU28=100)","Fish",":",""
"1995","Sweden","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Sweden","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Sweden","Price level indices (EU28=100)","Tobacco",":",""
"1995","Sweden","Price level indices (EU28=100)","Clothing",":",""
"1995","Sweden","Price level indices (EU28=100)","Footwear",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Food",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Meat",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Fish",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Tobacco",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Clothing",":",""
"1995","United Kingdom","Price level indices (EU28=100)","Footwear",":",""
"1995","Iceland","Price level indices (EU28=100)","Food",":",""
"1995","Iceland","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Iceland","Price level indices (EU28=100)","Meat",":",""
"1995","Iceland","Price level indices (EU28=100)","Fish",":",""
"1995","Iceland","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Iceland","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Iceland","Price level indices (EU28=100)","Tobacco",":",""
"1995","Iceland","Price level indices (EU28=100)","Clothing",":",""
"1995","Iceland","Price level indices (EU28=100)","Footwear",":",""
"1995","Norway","Price level indices (EU28=100)","Food",":",""
"1995","Norway","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Norway","Price level indices (EU28=100)","Meat",":",""
"1995","Norway","Price level indices (EU28=100)","Fish",":",""
"1995","Norway","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Norway","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Norway","Price level indices (EU28=100)","Tobacco",":",""
"1995","Norway","Price level indices (EU28=100)","Clothing",":",""
"1995","Norway","Price level indices (EU28=100)","Footwear",":",""
"1995","Switzerland","Price level indices (EU28=100)","Food",":",""
"1995","Switzerland","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Switzerland","Price level indices (EU28=100)","Meat",":",""
"1995","Switzerland","Price level indices (EU28=100)","Fish",":",""
"1995","Switzerland","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Switzerland","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Switzerland","Price level indices (EU28=100)","Tobacco",":",""
"1995","Switzerland","Price level indices (EU28=100)","Clothing",":",""
"1995","Switzerland","Price level indices (EU28=100)","Footwear",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Food",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Meat",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Fish",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Tobacco",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"1995","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Footwear",":",""
"1995","Montenegro","Price level indices (EU28=100)","Food",":",""
"1995","Montenegro","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Montenegro","Price level indices (EU28=100)","Meat",":",""
"1995","Montenegro","Price level indices (EU28=100)","Fish",":",""
"1995","Montenegro","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Montenegro","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Montenegro","Price level indices (EU28=100)","Tobacco",":",""
"1995","Montenegro","Price level indices (EU28=100)","Clothing",":",""
"1995","Montenegro","Price level indices (EU28=100)","Footwear",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Food",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Meat",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Fish",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Tobacco",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Clothing",":",""
"1995","North Macedonia","Price level indices (EU28=100)","Footwear",":",""
"1995","Albania","Price level indices (EU28=100)","Food",":",""
"1995","Albania","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Albania","Price level indices (EU28=100)","Meat",":",""
"1995","Albania","Price level indices (EU28=100)","Fish",":",""
"1995","Albania","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Albania","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Albania","Price level indices (EU28=100)","Tobacco",":",""
"1995","Albania","Price level indices (EU28=100)","Clothing",":",""
"1995","Albania","Price level indices (EU28=100)","Footwear",":",""
"1995","Serbia","Price level indices (EU28=100)","Food",":",""
"1995","Serbia","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Serbia","Price level indices (EU28=100)","Meat",":",""
"1995","Serbia","Price level indices (EU28=100)","Fish",":",""
"1995","Serbia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Serbia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Serbia","Price level indices (EU28=100)","Tobacco",":",""
"1995","Serbia","Price level indices (EU28=100)","Clothing",":",""
"1995","Serbia","Price level indices (EU28=100)","Footwear",":",""
"1995","Turkey","Price level indices (EU28=100)","Food",":",""
"1995","Turkey","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Turkey","Price level indices (EU28=100)","Meat",":",""
"1995","Turkey","Price level indices (EU28=100)","Fish",":",""
"1995","Turkey","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Turkey","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Turkey","Price level indices (EU28=100)","Tobacco",":",""
"1995","Turkey","Price level indices (EU28=100)","Clothing",":",""
"1995","Turkey","Price level indices (EU28=100)","Footwear",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Food",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Meat",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Fish",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Tobacco",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing",":",""
"1995","Bosnia and Herzegovina","Price level indices (EU28=100)","Footwear",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Food",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Bread and cereals",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Meat",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Fish",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Tobacco",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Footwear",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Food",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Bread and cereals",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Meat",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Fish",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Tobacco",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing",":",""
"1996","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Footwear",":",""
"1996","Belgium","Price level indices (EU28=100)","Food",":",""
"1996","Belgium","Price level indices (EU28=100)","Bread and cereals",":",""
"1996","Belgium","Price level indices (EU28=100)","Meat",":",""
"1996","Belgium","Price level indices (EU28=100)","Fish",":",""
"1996","Belgium","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1996","Belgium","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1996","Belgium","Price level indices (EU28=100)","Tobacco",":",""
"1996","Belgium","Price level indices (EU28=100)","Clothing",":",""
"1996","Belgium","Price level indices (EU28=100)","Footwear",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Food",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Bread and cereals",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Meat",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Fish",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Tobacco",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Clothing",":",""
"1996","Bulgaria","Price level indices (EU28=100)","Footwear",":",""
"1996","Czechia","Price level indices (EU28=100)","Food",":",""
"1996","Czechia","Price level indices (EU28=100)","Bread and cereals",":",""
"1996","Czechia","Price level indices (EU28=100)","Meat",":",""
"1996","Czechia","Price level indices (EU28=100)","Fish",":",""
"1996","Czechia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1996","Czechia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1996","Czechia","Price level indices (EU28=100)","Tobacco",":",""
"1996","Czechia","Price level indices (EU28=100)","Clothing",":",""
"1996","Czechia","Price level indices (EU28=100)","Footwear",":",""
"1996","Denmark","Price level indices (EU28=100)","Food",":",""
"1996","Denmark","Price level indices (EU28=100)","Bread and cereals",":",""
"1996","Denmark","Price level indices (EU28=100)","Meat",":",""
"1996","Denmark","Price level indices (EU28=100)","Fish",":",""
